video_id,title,description,channel,query_used,label
b0mFFc24eQM,Achoo! Bless you! | Funny Videos for Kids | Heykids - #shorts,Achoo! Bless you! | Funny Videos for Kids | Heykids - #shorts.,HeyKids - Nursery Rhymes,kids gaming loud reaction,Overstimulating
mRVN-Dfw3Ec,Dad breaks daughter iPad &amp; she gets sad.. #shorts,,FunnyMike,kids gaming loud reaction,Overstimulating
xmDm8-nkxU8,Did Fortnite steal my song? #shorts,"In this short Ray talks about using a sample in our song This Is Why I'm Single, and a song in Fortnite called Electro Swing Emote ...",Your Favorite Martian,kids gaming loud reaction,Overstimulating
up6yJaLPwDo,The Loud House✨Gender Swap (Part 2)💕#shortsfeed #genderswap  #theloudhouse #youtube,Here's Part - 2 of The Loud House Gender Swap Hope You All Will Like It✨   #shortsfeed #shortvideo #shorts #viralshort ...,Artistic Devushi ,kids gaming loud reaction,Overstimulating
GBWnHBIgiTQ,c00lkid plays granny...(BigDew) - #forsaken #roblox #funny #loud #hacker,,Sans n' friends,kids gaming loud reaction,Overstimulating
Bh1c_RcHRt0,I Pranked The WHOLE World With This...,shorts.,Ben Azelart,kids gaming loud reaction,Overstimulating
bt3ttH11QT8,"Smashing a 34,000 Brick Statue",How long do you think this brick statue took to build? #shorts.,Zach King,kids gaming loud reaction,Overstimulating
0GQBFHyyeoM,Minecraft Villager Stop Motion 😬 #Shorts,"Minecraft Villager Stop Motion #Shorts In this Minecraft video, I make a Minecraft stop motion animation with a giant Minecraft ...",JahCub,kids gaming loud reaction,Overstimulating
R0NFObsktfU,Kids Getting Hurt Vs. Adults #Shorts,Kids Getting Hurt Vs. Adults #Shorts IB: @Ryanhdlombard.,Luke Davidson,kids gaming loud reaction,Overstimulating
N008hjClQnI,The slap heard round the world...,23 minutes of Shayne getting slapped here https://youtu.be/odt-io0lFeE The one thing the Chosen didn't see coming. #shorts ...,Smosh Pit,kids gaming loud reaction,Overstimulating
k0JZrvVHzhw,I got revenge 😈 #shorts,I got revenge while driving smallest car BEST SHORTS ...,BeamngShorts,kids gaming loud reaction,Overstimulating
XZ_ZegWguVY,Ryft Taught Me How To Edit Fast,shorts Ryft Taught Me How To Edit Fast In this video Ryft the fastest editor in fortnite taught me how to edit fast and by the end was ...,Fyre,kids gaming loud reaction,Overstimulating
ktJq0NKqekE,Angry Parents Get on Mic in Among Us VR,,Griffmass,kids gaming loud reaction,Overstimulating
YLmTvwjJ9qo,Educational Video for Kids | Animal Video for Kids | Atrin &amp; Soren Explore and Learn Animal Homes,"In this fun and educational video, we explore the incredible world of animals and their homes! Whether it's burrows, nests, ...",Atrin and Soren with Nikan,kids educational videos,Educational
amTmnnqQf_E,One Two Three | Learn Number | With Slide | Youtube Kids | NuNu Tv Nursery Rhymes  #kindergartensong,Subscribe For New Kids Songs Every Week ▻▻ https://www.youtube.com/c/NuNuTVNurseryRhymes?sub_confirmation=1 ...,NuNu Tv - Nursery Rhymes ,kids educational videos,Educational
MYymQoWYb4w,Learn Colors! 🍦🌈 Education for Kids!,Yum! Let's learn colors with tasty ice cream scoops. Can you name all the colors? Join the fun with CoComelon! #cocomelon ...,Cocomelon - Nursery Rhymes,kids educational videos,Educational
lA6ONFMTdwE,Walking Walking | Kids Learn Traffic Safety Rules | Nursery Rhymes &amp; Songs #shorts,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,kids educational videos,Educational
xuQ0sNw4VkI,Fun Way To Learn About Animals! #kids #learning,TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our Spotify: https://sptfy.com/TheSoulMusic ◉ TikTok: ...,MEOWJI,kids educational videos,Educational
sRTySnm13eM,GIANT Ice Cream Tower! 🌈🍦Learn Colors #kidsvideo,"Stack the ice cream scoops high with JJ! Kids can learn colours while building the tallest, tastiestice cream tower ever!",Cocomelon - Nursery Rhymes,kids educational videos,Educational
5B-kxdiN-Gs,ABC  | Youtube Kids | Nursery Rhymes &amp; Toddler Learning | NuNu Tv #kindergartensong #kidssongs,Subscribe For New Kids Songs Every Week ▻▻ https://www.youtube.com/c/NuNuTVNurseryRhymes?sub_confirmation=1 ...,NuNu Tv - Nursery Rhymes ,kids educational videos,Educational
xMRCI8qn2v0,Learn Shapes With WowCube! #kids #learn,TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our Spotify: https://sptfy.com/TheSoulMusic ◉ TikTok: ...,KIDZOKI,kids educational videos,Educational
0ls37smQRXc,Sierra teaches Rhia shapes - learning is so much fun #shorts,,Sierra & Rhia FAM,kids educational videos,Educational
tVJGMP96_zo,Nastya and Dad - the best video collection of educational videos for kids,A collection of useful and funny videos for children from Nastya and dad. Enjoy watching kids) Instagram ...,Like Nastya Show,kids educational videos,Educational
zT4EVZ3nJZ0,Best Toy Learning Videos for Kids - 3 Educational Toys for Kids and Toddlers!,Best Toy Learning Videos for Kids - 3 Educational Toys for Kids and Toddlers! In today's preschool learning video for toddlers and ...,Genevieve's Playhouse - Learning Videos for Kids,kids educational videos,Educational
seIckVcmv_s,🏊🏾 🛟 OmoBerry&#39;s Water Safety Video + Water Safety Rules + Water Safety For Kids #drowningprevention,"In loving memory of Aliyah Williams of Rochester, NY Help your kids and students learn how to become water safety superheroes ...",OmoBerry,kids educational videos,Educational
kIoD2MPKVrw,"Learning at Home With Bebefinn Family Nursery Rhymes | Numbers, Shapes, Colors and More",Subscribe and watch full version of the songs uploaded every week. ☆ YouTube Channel: ...,Bebefinn - Nursery Rhymes & Kids Songs,kids educational videos,Educational
noCiE_1YRJo,"Toddler Learning Counting, Shapes, ABC, First Words For Kids, Toddler Videos &amp; Baby Songs With Lucas","Get ready for a fun and educational adventure with Lucas & Friends! This toddler learning video is packed with first words, kids ...",Toddler Learning Videos For Kids - Lucas & Friends,kids educational videos,Educational
5ajRc-YvLhg,Best Learning Videos for Toddlers | Learning Colors and Shapes for Kids with Wooden Truck Toy,Learn Colors and Shapes for Kids with Wooden Truck Toy in this amazing collection of fun learning videos for kids and children ...,KidsCamp Nursery Rhymes & Learning Videos for Kids,kids educational videos,Educational
OTuph9pJWU4,Best Learning Videos For Kids | The Dr.Binocs Show | Fun Learning Videos For Kids | By Peekaboo Kids,Best Learning Videos For Kids from The Dr.Binocs Show Fun Learning Videos For Kids By Peekaboo Kids Share on Facebook ...,Peekaboo Kidz,kids educational videos,Educational
GkQmkZNLCeM,Best Toy Learning Video for Toddlers and Kids Learn Colors with Surprise Crayons!,Best Toy Learning Video for Toddlers and Kids Learn Colors with Surprise Crayons! In this preschool toy learning video for ...,Genevieve's Playhouse - Learning Videos for Kids,kids educational videos,Educational
HJLNtge8jv4,Blippi Learns Colors &amp; Letters For Kids With Clay | Educational Videos For Kids,"Join Blippi in this fun learning arts and crafts video for kids! Blippi learns all about textures, colors, shapes and art in this fun ...",Blippi - Educational Videos for Kids,kids educational videos,Educational
WOn8gdKrZzY,"Toddler Learning First Words, Colors, ABCs &amp; Songs | Baby Learning Video with Lucas for Preschoolers","Enjoy an exciting educational video for toddlers and preschoolers, perfect for first words for toddlers and first words for baby as ...",Toddler Learning Videos For Kids - Lucas & Friends,kids educational videos,Educational
sfislv8OV1I,Brush Your Teeth’s Daily | Learning Video For Kids | Emma &amp; Friends #babysongs #nurseryrhymes #baby,babysongs #Emma&Friends #nurseryrhymes Subscribe for new videos every week!,Learning Videos For Kids - Emma & Friends,kids educational videos,Educational
K_Aq4H03Nm4,"Preschool &amp; Toddler Learning Video with Ms Rachel - Learn Shapes, Letters, Numbers, Colors &amp; More","This video is packed with preschool learning for your little one! Learn shapes, letters, numbers, colors, phonics, counting, kids ...",Ms Rachel - Toddler Learning Videos,kids educational videos,Educational
IUnGsvqHXP0,Blippi Learns and Plays with Colors! | Toys and Shapes | Educational Videos for Kids,"Blippi learns all about textures, colors, shapes and art. Subscribe!",Blippi World,kids educational videos,Educational
6E10ebsKg0M,Mochas &amp; Minis | Blippi | Learning #shorts | Kids Videos,Subscribe ➡️ https://www.youtube.com/channel/UCFykZ2P03eDm6LiiB9ixwdg?sub_confirmation=1 Welcome to Moonbug Kids ...,Moonbug Kids - Learning #Shorts,kids educational videos,Educational
cnxpaxGyLNI,Good  Educational Videos For Kids,elizabethandbriceida videos for kids.,Elizabeth and Briceida Learning & Fun,kids educational videos,Educational
KQoYD2SLRn4,Let’s Learn about Emotions and Feelings with Mommy 🥶😓🥵 #kidsvideo #learning,"Learn about emotions with mom! In this short video, kids will learn important types of feelings. And also what to do if they are cold ...",Maya and Mary,kids educational videos,Educational
V07skLueGVU,Learn Sea Animal Names at the Rock Pool for Kids: Seal Manta Ray Turtle Shark Horseshoe Crab,"Say and repeat the names of each animal for babies, toddlers, preschoolers, kindergarteners, kids. This video supports language, ...",Ed bot TV,kids educational videos,Educational
bMJDMynGblM,Siblings should always share with each other - kids lesson,,Sierra & Rhia FAM,kids educational videos,Educational
TyV-OhCrVDA,"Learn Colors, Fruits and Vegetables with Ms Rachel | Toddler Learning Video | Speech | Educational","Have your toddler learn with a real teacher, Ms. Rachel! In this Toddler Learning Video, your child will learn colors, fruits, ...",Ms Rachel - Toddler Learning Videos,kids educational videos,Educational
IFVJKx8J9hs,Street Vehicles | Cars And Trucks | Learning Video for Children &amp; Preschoolers,Learning is always fun with Ralph And Rocky popular nursery rhymes. We bring to you some amazing songs for kids to sing along ...,Ralph And Rocky Cars - Vehicle Cartoons for Kids,kids educational videos,Educational
FCyhHASCxkg,Kids Learn To Share Slime 🤗,Help us improve our content! Share your feedback here https://shorturl.at/nu7LK.,BabyBillion,kids educational videos,Educational
Yc0gwTsW_f8,Learn Face Parts - Fun &amp; Easy for kids #kidsvideo #learning,"In this short video, kids learn about the names of body parts, as well as right and left. Perfect for toddlers, this is one of the best ...",Maya and Mary,kids educational videos,Educational
MbRm1saiveA,Learn to Clean the Bathroom! 🧽 #kids #learn,TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our Spotify: https://sptfy.com/TheSoulMusic ◉ TikTok: ...,MEOWJI,kids educational videos,Educational
50HbumBoe1Q,Toddler Learning Video With Lucas &amp; Friends | Fun Educational Video for Toddlers To Learn New Words,"Help your toddler learn new words, join Lucas and Ruby from Lucas & Friends as they teach new words while making your toddler ...",Toddler Learning Videos For Kids - Lucas & Friends,kids educational videos,Educational
Z00u4mu5Iz4,Learning Science With Blippi At The Children&#39;s Museum! | Educational Videos for Kids,"Blippi loves science! Where better to learn all about it than at the MOXI, the Wolf Museum of Exploration and Innovation?",Blippi - Educational Videos for Kids,kids educational videos,Educational
4NkNrGwqsiE,Learn Shapes &amp; Numbers Wooden Slider Tumbling Toys | Preschool Kids Learning 3D Educational Toddler,Watch Learn Shapes & Numbers Wooden Slider Tumbling Toys | Preschool Kids Learning 3D Educational Toddler. #learnshapes ...,Super Crazy Kids,kids educational videos,Educational
4HUCJliVbsw,The Best of Toddler Fun Learning | Learning Videos For Toddlers,"This extra long 60 minute video is perfect for learning to count, learning colours, shapes, vehicles, the alphabet and animal names ...",Toddler Fun Learning,kids educational videos,Educational
oCBob7Wxrj4,Halloween Colours and Shapes | 📖Blippi📖 Moonbug Kids📖 Learning Corner,For more Blippi videos and Blippi songs be sure to SUBSCRIBE to Blippi at https://youtube.com/Blippi?sub_confirmation=1 Brand ...,Moonbug Kids - Learning Corner,kids educational videos,Educational
O8389suK0JY,Learn at the Harbour | Sea Animal Names for Kids: Jellyfish Shark Horseshoe Crab Hammerhead Shrimp,"Say and repeat the names of each animal for babies, toddlers, preschoolers, kindergarteners, kids. This video supports language, ...",Ed bot TV,kids educational videos,Educational
c4aprN1vl_M,Toddlers Meekah and Blippi are on a fruity mission... Kids&#39; games #playground #blippi #meekah,For more Meekah and Blippi videos be sure to SUBSCRIBE!,Meekah - Educational Videos for Kids,kids educational videos,Educational
OYed3yy9Ouo,Let&#39;s learn easily and have fun! 🇬🇧💕 #learning #kids #easy #education,,KIDZOKI,kids educational videos,Educational
x_cnVGLPDfI,✨ FUN Organs Learning With DINOSAUR BODY 🦖 #kids #learn,TheSoul Music: https://www.music.thesoul-publishing.com ◉ Our Spotify: https://sptfy.com/TheSoulMusic ◉ TikTok: ...,KIDZOKI,kids educational videos,Educational
NF284GjaWT0,Let&#39;s Learn 😊 how to use a Telephone ☎️ #learning #kidsvideo,LearningForKids #LifeSkills #FunForKids #TelephoneLesson #KidsActivities #InteractiveLearning ▶️ TheSoul Music: ...,LearnToon - Learn & Play,kids educational videos,Educational
XhSvTHsNtVg,Baby Learning First Words | Learn to Talk For Babies | Toddler Videos &amp; Songs With Lucas &amp; Friends,"Grab the kids and turn up the volume, it's time to learn with Lucas & Friends! The latest toddler learning video features so many ...",Toddler Learning Videos For Kids - Lucas & Friends,kids educational videos,Educational
pU8IWLmRdNM,Kindergarten Learning Videos | Phonics for Kids | @officialalphablocks​,Subscribe for more Alphablocks Content: https://www.youtube.com/c/officialalphablocks?sub_confirmation=1 Official website; ...,Alphablocks,kids educational videos,Educational
1Q_4HXewiS0,4 Amazing Science Experiments for a Day Inside | Compilation | SciShow Kids,"Squeaks is very bored, so he shows Mister Brown some of his favorite rainy day experiments! Hosted by: Anthony Brown ...",SciShow Kids,kids science experiments,Educational
NYQl9-5FpQM,Intro to Cool Science Experiments | Nat Geo Kids Cool Science Experiments Playlist,Discover the very best science experiment videos YouTube has to offer - brought to you by National Geographic Kids!,Nat Geo Kids,kids science experiments,Educational
s7XgfF6SVwY,Making Things Disappear! | LIGHT | Science Experiments for Kids | RTÉjr,How can we make things disappear using LIGHT? Let's find out through this fun science experiment! RTÉjr on YouTube brings ...,RTÉ KIDSjr,kids science experiments,Educational
_lFG7Vl6PY8,Blippi&#39;s DIY Bottle Science Experiment! #blippi #Shorts,Blippi's learning all about science with Emily Calandrelli! Can they made this bubbly concoction explode out of the water bottle?,Blippi - Educational Videos for Kids,kids science experiments,Educational
UqCQsKxq4mY,Making a Fountain of Soda! | Summer Experiments | SciShow Kids,Teachers and parents: scroll down to check out the Next Generation Science Standards (NGSS) for this episode! Anthony and ...,SciShow Kids,kids science experiments,Educational
-OHPhZCp5kY,Top 5 Science Experiments you can do at home for kids!,Top 5 Science Experiments you can do at home for kids with Ryan ToysReview! Easy Children's Activities that's family fun for ...,Ryan's World,kids science experiments,Educational
gZeAKpe0OVo,The Fun FOAM Experiment | Science Experiments for Kids | RTÉjr,"What happens when you mix foam, water and food colouring? Let's find out through this cool science experiment! #LetsFindOut ...",RTÉ KIDSjr,kids science experiments,Educational
NIclGqWPljM,Blippi&#39;s Volcano Science Experiment! 3-2-1💥! #Blippi #shorts #experiment,It's the Summer of Learning with Blippi! Let's do science experiments together! Blippi makes a volcano erupt using a Volcano kit.,Blippi - Educational Videos for Kids,kids science experiments,Educational
KRKHzRsnAR8,Top 5 science experiments to do at home for Kids with Ryan ToysReview!!!,Top 5 science experiments to do at home for Kids with Ryan ToysReview!!! Easy Children's Activities that's family fun for everyone ...,Ryan's World,kids science experiments,Educational
kN-lfHr3pd0,Meekah Learns Science and Does Fun Science Experiments! | 1 HOUR OF MEEKAH! | Blippi Toys,Enjoy this compilation of the very best full episodes of Blippi - Educational Videos for Kids! SUBSCRIBE: ...,Blippi Toys,kids science experiments,Educational
eUIQcEo9Gws,Blippi&#39;s Gravity Challenge | Velocity Race Science Experiment for Kids | Educational Videos for Kids,"Join Blippi for a fast and fun science adventure! In this exciting educational video, Blippi explores the wonders of gravity, ...",Blippi - Educational Videos for Kids,kids science experiments,Educational
WXNr-89m7oM,Grow Your Very Own Crystals! | Let&#39;s Find Out | Science Experiments for Kids | RTÉjr,"This time, Sophie and Patrick are going to try to grow their very own crystals, called hot ice crystals . How will they do? Let's find ...",RTÉ KIDSjr,kids science experiments,Educational
1Hr4A40IFHc,Science Experiment DIY How To Keep Fruits like Apple from Turn Brown,How to keep an apple from Turning Brown????? Science Experiments for Kids with Ryan ToysReview!!! Ryan and Combo Panda ...,Ryan's World,kids science experiments,Educational
